DOI,title,year,journal,openalex_id,landing_url,oa_url,oa_status,fulltext_url,fulltext_found,candidate_score,status,LOI_numeric_evidence,TG_numeric_evidence,table_candidates,abstract_excerpt,supplementary_links,supplementary_content_found,harvest_cycle,harvest_run
10.20868/upm.thesis.69340,Design and study of multifunctional fabrics,2021,,https://openalex.org/W4205368171,https://doi.org/10.20868/upm.thesis.69340,https://doi.org/10.20868/upm.thesis.69340,gold,,False,14,metadata_only,"[""VO4 y FR que contienen P se aplicaron al algodón con la ayuda de la PDA. Los tejidos preparados exhibieron una excelente propiedad FR con un valor de LOI del 29,7% y un comportamiento de autoextinción. Esta tela multifuncional mostró una notable propiedad de bloqueo de los rayos UV con un factor de protección ul"", ""polinuclear resultantes. La durabilidad del lavado de la tela preparada funcionó de manera adecuada manteniendo un valor de UPF de 105 y un valor de LOI de 22,6%, respectivamente, después de 50 procesos de lavado con detergente. Sin embargo, los tejidos multifuncionales se reciclaron como material de carbono f"", ""rics. In Chapter 5, BiVO4 and P-containing FR were applied to cotton with assistant of PDA. The prepared fabrics exhibited excellent FR property with LOI value of 29.7% and self-extinguishing behavior. And this multifunctional fabric displayed remarkable UV-blocking property with ultraviolet protection factor (UPF) o"", ""iated with resultant polynuclear aromatic char structures. Washing durability of prepared fabric performed well with maintaining UPF value of 105 and LOI value of 22.6% respectively after 50 detergent washing process. Furthermore, the multifunctional fabrics was recycled as functional carbon material to degrade organ""]",[],[],"La creciente demanda para abordar de forma efectiva la inflamabilidad de las telas de algodón tienen como consecuencia el incremento sustancial de la aplicación de sistemas retardantes de llama (FR) a las mismas en los últimos años. Sin embargo, debido a la creciente necesidad de múltiples funcionalidades y aplicaciones sofisticadas, una combinación de varias propiedades se convierte en una tendencia de desarrollo para cumplir con las expectativas de los tejidos funcionales de alto rendimiento actuales. En particular, el desafío imprescindible para los tejidos funcionales es la solidez al lavado. Por lo tanto, con el objetivo de fabricar tejidos multifuncionales, se diseñó una nueva molécula retardante de llama para impartir propiedades de retardancia de llama e hidrófobas a los tejidos de",[],False,1,7
10.11648/j.ijmsa.20200904.11,Development of Flame-Resistant Cotton Fabrics with Casein Using Pad-dry-cure and Supercritical Fluids Methods,2020,International Journal of Materials Science and Applications,https://openalex.org/W3110288049,https://doi.org/10.11648/j.ijmsa.20200904.11,https://doi.org/10.11648/j.ijmsa.20200904.11,diamond,,False,12,metadata_only,"[""reated higher add-on fabrics were neither consumed by flame, nor produced glowing embers upon self-extinguishing. All untreated cotton fabrics showed limiting oxygen index (LOI) values of about 18% oxygen in nitrogen. For formulations with casein, urea and diammonium phosphate, LOI values of treated fabrics were 29-40% oxygen in nitrogen when ad"", ""otton fabrics showed limiting oxygen index (LOI) values of about 18% oxygen in nitrogen. For formulations with casein, urea and diammonium phosphate, LOI values of treated fabrics were 29-40% oxygen in nitrogen when add-on values for the formulation were 9.5-18.7wt%. Furthermore, scanning electron microscope (SEM) was employed to character""]",[],[],"Traditional pad-dry-cure (PDC) and supercritical carbon dioxide (scCO2) methods were used to study the effectiveness of cotton fabrics treated with casein from bovine milk and eco-friendly inorganic materials, urea and diammonium phosphate. Trials were completed successfully. Thermogravimetric analysis (TGA), microscale combustion calorimeter (MCC), 45° angle and vertical flammability (clothing textiles test) and limiting oxygen index (LOI) tests were carried out for the treated cotton fabrics. When the treated fabrics were tested using the 45° angle flame, the ignited fabrics self-extinguished and left behind a streak of char. Treated higher add-on fabrics were neither consumed by flame, nor produced glowing embers upon self-extinguishing. All untreated cotton fabrics showed limiting oxyg",,,,
10.1021/acsami.2c14709,Fabrication of Highly Efficient Flame-Retardant and Fluorine-Free Superhydrophobic Cotton Fabric by Constructing Multielement-Containing POSS@ZIF-67@PDMS Micro–Nano Hierarchical Coatings,2022,ACS Applied Materials & Interfaces,https://openalex.org/W4311023955,https://doi.org/10.1021/acsami.2c14709,https://doi.org/10.1021/acsami.2c14709,closed,,False,12,ready_for_review,"[""ater repellency of treated cotton were systematically investigated. The optimized flame-retardant sample CTF3 with 6.2 wt % PPA-POSS exhibited a high limiting oxygen index (LOI) of 34% and self-extinguishing ability. CTF3 was further modified with a properly formulated superhydrophobic ZIF-67@PDMS coating. CTF3-PHB2 displayed enhanc""]","[""ty, flame retardancy, and outstanding superhydrophobicity. Thermogravimetric analysis (TGA) results demonstrated that CTF3-PHB2 presented a high char residue of 35.9%, which was 220.5% higher than that of the control cotton (11.2%). More importantly, the heat release rate (HRR), total heat release (THR), and averag""]",[],"The facile construction of a cotton fabric with excellent flame-retardant and water-proof abilities is of great interest for multitask requirements. Herein, a nonfluorine, highly efficient, and cost-effective multifunctional cotton fabric was fabricated via sequentially depositing a novel multielement-containing flame-retardant phosphorylated octa-aminopropyl POSS (PPA-POSS) and a fluorine-free superhydrophobic coating of zeolitic imidazolate framework-67@poly(dimethylsiloxane) (ZIF-67@PDMS). Influences of the PPA-POSS concentration and ZIF-67@PDMS formula on the fire retardancy and water repellency of treated cotton were systematically investigated. The optimized flame-retardant sample CTF3 with 6.2 wt % PPA-POSS exhibited a high limiting oxygen index (LOI) of 34% and self-extinguishing a",,,,
10.1021/acsomega.2c01870,Investigation and Optimization of Vacuum Plasma Treatment of PA66 Fabric for Reduced Fire Retardant Consumption,2022,ACS Omega,https://openalex.org/W4283015587,https://doi.org/10.1021/acsomega.2c01870,https://doi.org/10.1021/acsomega.2c01870,gold,https://europepmc.org/articles/PMC9244904,True,12,fulltext_found_partial,"[""lected parameters to build a suitable response surface, experimentally validated, and to identify optimized treatment conditions. At the end, a final LOI index up to 43% has been reached. pmc-status-qastatus 0 pmc-status-live yes pmc-status-embargo no pmc-status-released yes pmc-prop-open-access yes pmc-prop-olf no pm"", ""e and plasma power were selected as discrete independent variables and ΔLOI, expressed as difference between the LOI of plasma-treated sample and the LOI of the reference PA66 impregnated with 10% thiourea (40.9 ± 0.2%), was selected as response variable. The interval of variation for the selected variables was divided into three different leve""]",[],[],"High Resolution Image Download MS PowerPoint Slide Flame retardant (FR) textiles were obtained by surface treatments of polyamide 66 fabrics with microwave (MW) plasma technology in order to reduce the amount of FR involved in the fabric finishing process. More specifically, MW vacuum plasma was employed for polymer surface activation by using a helium/oxygen (He/O 2 ) gas mixture, evaluating the effect of different treatment parameters on the affinity toward thiourea impregnation. Surface fabric modification was investigated both in terms of uniformity and increased thiourea absorption by infrared spectroscopy, wicking properties, and gravimetric characterization to define an operative window for plasma treatment conditions. According to the results obtained, the dry add-on content of thi",,,,
10.1021/acsomega.5c00281,Application of Novel Triazolium-Containing Hydrogels to Cotton Fabrics: Evaluation of Their Flame Retardancy and Antibacterial Properties,2025,ACS Omega,https://openalex.org/W4410618141,https://doi.org/10.1021/acsomega.5c00281,https://doi.org/10.1021/acsomega.5c00281,gold,https://europepmc.org/articles/PMC12138650,True,12,fulltext_found_partial,"[""e effects on flame retardancy. In contrast, PBDIL12_20 demonstrated a substantial flame-retardant effect, exhibiting a mass increase of 46.60% and an LOI of 37.2%. Meanwhile, the LOI and weight gain of PBDIL12_30 were 31.8 and 38.60%, respectively. 12 Flame test photos of the samples. 6 Flame-Retardant Performa"", ""rics exhibited effective flame-retardant properties due to promote generating more noncombustible volatiles in the gaseous phase, achieving a maximum LOI of 37.2%. The antibacterial activity of the treated fabrics was evaluated against E. coli and S. aureus , and the bacteriostatic rates of the synthesized mate""]",[],[],"High Resolution Image Download MS PowerPoint Slide A novel series of triazolium ionic salts were synthesized and characterized using Fourier transform infrared spectroscopy as well as 1 H and 13 C nuclear magnetic resonance spectroscopy. The thermal degradation kinetics and activation energy of the ionic salts were studied using Kissinger–Akahira–Sunose, Flynn–Wall–Ozawa, and Starink methodologies. The results indicated that the thermal degradation mechanism of the synthesized triazolium flame retardants is influenced by the mono- and dicationic triazolium rings with different alkyl chain lengths. The activation energy increased with the decrease in the alkyl chain length and the addition of a triazolium ring. Triazolium-containing hydrogels were prepared and applied to cotton fabrics to e",,,,
10.1039/c9ra07743j,Modified melamine-formaldehyde resins improve tensile strength along with antifouling and flame retardancy in impregnation of cellulose paper,2019,RSC Advances,https://openalex.org/W2987420344,https://doi.org/10.1039/c9ra07743j,https://doi.org/10.1039/c9ra07743j,gold,https://europepmc.org/articles/PMC9075157,True,12,ready_for_review,"[""in Table 6 . LOI of all laminates were higher than the oxygen concentration of air (21%), revealing laminates are difficult to ignite. Moreover, the LOI of the MF resins laminate was 32%, and increased to 33.5% with the modified MF resin laminate, probably because modified MF resins had better ability to char formation according to th""]","[""nsity of 12PVA-10BGMF tend to be lower than MF, and the thermal stability of 12PVA-10BGMF was decreased slightly compared to pure MF resin. The final residue of 12PVA-10BGMF resin increased from 12.79% to 18.45%, it showed that modified MF resins enhances the char yield at higher temperature, 25 that because BG is a phenyl substituted triazine relat""]",[],"In this study, polyvinyl alcohol (PVA) and benzoguanamine (BG) modified melamine-formaldehyde (MF) resins were used to prepare two high-pressure laminates (HPLs) as well as a pure cellulose paper laminate and core sandwich laminates with the core material of aramid paper (AP) or polypropylene non-woven fabric (PPNF). The tensile strength, flame retardancy and antifouling properties of the modified MF resin laminates were studied and compared with the MF resin laminate. The tensile test results showed that the MF resins modified with BG and PVA improved the tensile strength of the impregnated paper. In comparison with pure kraft cellulose paper laminates, the aramid paper core laminates displayed comparatively higher tensile strength. Antifouling test results indicated that modified MF resi",,,,
10.48048/tis.2025.9093,Epoxy Composite Reinforced with Bacterial Cellulose and Multi-Walled Carbon Nanotubes: Mechanical Properties and Flame Retardancy Performance,2025,Trends in Sciences,https://openalex.org/W4408031695,https://doi.org/10.48048/tis.2025.9093,https://doi.org/10.48048/tis.2025.9093,diamond,,False,11,metadata_only,"[""strength and impact resistance compared to other combinations. Moreover, the flame retardancy of the nanocomposite was significantly enhanced, with a limiting oxygen index (LOI) of 29.3 % and a burn rate of 16.02 mm/min. The results are attributed to the unique synergy between BC and MWCNTs, the primary components of the nanocomposite."", ""urther reinforced with fiberglass fabric at the optimal composition (5 wt% BC, 0.5 wt% MWCNTs), it demonstrated even higher flame retardancy, with an LOI of 30.8 % and a UL-94V rating of V1, classifying it as a highly flame-retardant material. Given these outstanding properties, the BC/MWCNTs epoxynanocomposite"", ""lexural strength, compressive strength, and impact resistance compared to other formulations. Improved Flame Retardancy: The nanocomposite achieved a limiting oxygen index (LOI) of 29.3% and a burn rate of 16.02 mm/min, demonstrating significantly enhanced fire resistance. Synergistic Effect of BC/MWCNTs: The combination of BC’s natur""]",[],[],"This study investigates the mechanical properties and flame retardancy of epoxy-based nanocomposites reinforced with bacterial cellulose (BC) and multi-walled carbon nanotubes (MWCNTs). The optimal performance was achieved with a composite containing 5 wt% BC and 0.5 wt% MWCNTs. In terms of mechanical properties, this composition exhibited superior tensile strength, flexural strength, compressive strength and impact resistance compared to other combinations. Moreover, the flame retardancy of the nanocomposite was significantly enhanced, with a limiting oxygen index (LOI) of 29.3 % and a burn rate of 16.02 mm/min. The results are attributed to the unique synergy between BC and MWCNTs, the primary components of the nanocomposite. BC, with its natural fiber structure and excellent mechanical ",,,,
10.21203/rs.3.rs-315407/v1,Synthesis of a Novel Highly Efficient Flame-Retardant Coating for Cotton Fabrics With Low Combustion Toxicity and Antibacterial Properties,2021,Research Square,https://openalex.org/W3137708777,https://doi.org/10.21203/rs.3.rs-315407/v1,https://doi.org/10.21203/rs.3.rs-315407/v1,green,,False,11,metadata_only,"[""hat the flame did not propagate in samples treated with PVA/MTP. In contrast, samples treated with PVA/TA/MP burnt completely. Limiting oxygen index (LOI) data indicated that samples treated with PVA/30%MTP reached LOI value 68.4%, while control sample had LOI value 17.1%. Smoke density results presented that PVA/MTP succeeded in reducing the maximum"", ""In contrast, samples treated with PVA/TA/MP burnt completely. Limiting oxygen index (LOI) data indicated that samples treated with PVA/30%MTP reached LOI value 68.4%, while control sample had LOI value 17.1%. Smoke density results presented that PVA/MTP succeeded in reducing the maximum specific optical density (D"", ""P burnt completely. Limiting oxygen index (LOI) data indicated that samples treated with PVA/30%MTP reached LOI value 68.4%, while control sample had LOI value 17.1%. Smoke density results presented that PVA/MTP succeeded in reducing the maximum specific optical density (Ds max) of cotton fabrics. FTIR gas analyze""]",[],[],"Abstract Synthesis of multi-function flame retardants is widely increasing to fulfil industrial and economic goals. In this work, a novel flame retardant, melamine salt of tannic phosphate (MTP) was prepared and characterized. MTP was mixed with polyvinyl alcohol (PVA) solution and used as a coating for cotton fabrics. In addition, tannic acid (TA) and melamine phosphate (MP) were mixed with PVA solution and applied as a coating for cotton fabrics. Vertical and horizontal flammability tests showed that the flame did not propagate in samples treated with PVA/MTP. In contrast, samples treated with PVA/TA/MP burnt completely. Limiting oxygen index (LOI) data indicated that samples treated with PVA/30%MTP reached LOI value 68.4%, while control sample had LOI value 17.1%. Smoke density results ",[],False,1,9
10.1016/j.matdes.2022.110925,Biobased coating derived from fish scale protein and phytic acid for flame-retardant cotton fabrics,2022,Materials & Design,https://openalex.org/W4284892643,https://doi.org/10.1016/j.matdes.2022.110925,https://doi.org/10.1016/j.matdes.2022.110925,gold,,False,10,metadata_only,"[""nd phytic acid (PA) derived from plant seeds. The flame retardant property of the coated cotton fabrics demonstrated a significant improvement with a limiting oxygen index of 31.1%, meeting the flame retardant requirements of commercial fire-protection suit. Especially, noteworthy, due to the synergistic smoke suppression effect""]",[],[],"The nitrogen-phosphorus flame-retardant coating was formed on the surface of cotton fabrics via strong electrostatic attraction and hydrogen bonds with layer-by-layer coating of protein extracted from fishery waste fish scales and phytic acid (PA) derived from plant seeds. The flame retardant property of the coated cotton fabrics demonstrated a significant improvement with a limiting oxygen index of 31.1%, meeting the flame retardant requirements of commercial fire-protection suit. Especially, noteworthy, due to the synergistic smoke suppression effect of fish scale protein and phytic acid, the total smoke emission was greatly reduced by 139%. Meanwhile, the charring of the cotton fabrics treated with FSP and PA was significantly enhanced. Scanning electron microscopy and Raman results of ",,,,
10.1021/acsapm.2c01257,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022,ACS Applied Polymer Materials,https://openalex.org/W4308343529,https://doi.org/10.1021/acsapm.2c01257,https://doi.org/10.1021/acsapm.2c01257,closed,,False,10,metadata_only,"[""esulted in a reduced heat release capacity in microscale combustion calorimetry (MCC) measurements and an increased char yield. As a consequence, the limiting oxygen index (LOI) was enhanced from 20% for pure Nyco to 23% and 27.5% for GlyCPZ and ThioGlyCPZ, respectively. Also, the standardized flammability test according to ISO 15025 was passed. I""]",[],[],"Nylon-cotton textile blends (Nyco) are known to be challenging substrates regarding their flame-retardant functionalization and its durability. In this study, two different water-soluble flame retardants based on cyclophosphazene together with glycerol (GlyCPZ) and thioglycerol (ThioGlyCPZ) were synthesized enabling a waterborne finishing for Nyco. An extensive investigation of the flame-retardant performance and mechanism as well as the washing fastness was conducted. Thermogravimetric analysis (TGA) indicated changed degradation mechanisms for treated samples, which resulted in a reduced heat release capacity in microscale combustion calorimetry (MCC) measurements and an increased char yield. As a consequence, the limiting oxygen index (LOI) was enhanced from 20% for pure Nyco to 23% and",,,,
,Tailoring PA6 Properties with In-Situ Generated Nanofibrils,2024,TSpace (University of Toronto),https://openalex.org/W7132899250,http://hdl.handle.net/1807/141343,http://hdl.handle.net/1807/141343,green,,False,10,metadata_only,"[""ination of PPS nanofibrils and ammonium sulfamate (AS). The resulting composite, containing 15 wt% PPS and 1 wt% AS, achieves a UL 94-V0 rating and a limiting oxygen index (LOI) of 33.8%. Rheological, micro-combustion calorimetry and char residue analyses indicate that the entangled PPS fibril network effectively suppresses flame prop""]",[],[],"This thesis investigates the enhancement of polyamide 6 (PA6) properties through the incorporation of in-situ generated nanofibrils, focusing on mechanical performance, flame retardancy, and hydrophobicity. The research is divided into three main sections, each addressing a distinct challenge associated with PA6-based composites and proposing innovative solutions using in-situ nanofibrillation techniques.The first section explores the improvement of impact performance in PA6 composites by integrating polyphenylene sulfide (PPS) nanofibrils. The resulting composites exhibit an 85% increase in impact strength compared to neat PA6 without sacrificing its tensile properties. This enhancement is attributed to the formation of transcrystalline structures and smaller crystal sizes within the fibr",,,,
10.21203/rs.3.rs-1781201/v1,"Reactive P/S/N-containing synergistic flame retardant towards eco-friendly durable flame-retardant cotton fabric: Flame-retardant property, durability and mechanism",2022,Research Square,https://openalex.org/W4284976623,https://doi.org/10.21203/rs.3.rs-1781201/v1,https://doi.org/10.21203/rs.3.rs-1781201/v1,green,,False,10,metadata_only,"[""PSN conferred outstanding flame retardancy, fire safety and durability to cotton fabric. For treated fabric with the add-on of 14.2%, it achieved an LOI value of 36.5% and extinguished spontaneously even after 50 laundering cycles. PHRR, THR and FGI values of treated fabric decreased sharply in comparison with those""]",[],[],"Abstract Developing eco-friendly durable flame-retardant cotton fabric not only expands its application area, but also caters to the healthy and environmentally friendly concept of consumers. Herein, a reactive P/S/N-containing synergistic flame retardant (PSN) was synthesized to prepare eco-friendly durable flame-retardant cotton fabric through chemical modifying method. ATR-FTIR and NMR data confirmed its successful synthesis of PSN. TGA data showed that PSN triggered the earlier degradation, while facilitated the char formation at high temperature of cotton fabric. Whiteness and tensile data demonstrated that the high-temperature acidic processing environment deteriorated the whiteness and tensile strength of cotton fabric. Flame-retardant data revealed that PSN conferred outstanding fl",,,,
10.1002/vnl.21688,Synthesize and Characterization of Flame Retardant Copolyesters PET/Phosphorus Compound,2018,Journal of Vinyl and Additive Technology,https://openalex.org/W2904112543,https://doi.org/10.1002/vnl.21688,https://doi.org/10.1002/vnl.21688,closed,,False,10,metadata_only,"[""oxygen index (LOI) test. The results indicated that the presence of FR significantly improved the flame retardancy and thermal stability of PET‐HPP. LOI values increased from 28% (PET) to 33 (PET‐HPP) (at laboratory scale) and 44% (at semi‐industrial scale). Differential scanning calorimetry analysis showed that the HPP polyes""]",[],[],"The aim of this study was to achieve a fiber‐grade poly(ethylene terephthalate) (PET) with flame retardancy properties. Flame retardant copolyesters based on ethylene glycol, terephthalic acid, and 3‐(hydroxyphenyl phosphinyl) propionic acid (HPP), as a flame retardant comonomer, were synthesized in presence of antimony trioxide catalyst at laboratory and semi‐industrial scales. At first, copolyesters with the lowest amount of flame retardant comonomer were synthesized at laboratory scale in a one‐pot reactor setup. In the second stage, flame retardant PET was synthesized in semi‐industrial pilot with HPP (PET‐HPP). The obtained copolyesters demonstrated almost identical intrinsic viscosities and other characteristics such as PET. Fourier transform infrared spectroscopy (FTIR), 1H‐NMR spec",[],False,1,2
10.3390/ma16237347,An Analysis of the Performance and Comfort Properties of Fire-Protective Material by Using Inherently Fire-Retardant Fibers and Knitting Structures,2023,Materials,https://openalex.org/W4389050801,https://doi.org/10.3390/ma16237347,https://doi.org/10.3390/ma16237347,gold,https://europepmc.org/articles/PMC10707135,True,10,fulltext_found_partial,"[""Nomex + 30% viscose fibers shows maximum weight loss. This confirms the reported views that viscose fibers have much lower flame resistance and a low limiting oxygen index (LOI) value of about 18.9% due to which they burn easily [ 51 ]. Apart from the fabrics that underwent complete burning, observation regarding the weight loss suggested that sa""]",[],[],"This paper investigates the development of fabric materials using several blends of inherently fire-resistant (FR) fibers and various knitted structures. The samples are evaluated with respect to their performance and comfort-related properties. Inherently fire-resistant fibers, e.g., Nomex, Protex, carbon and FR viscose, were used to develop different structures of knitted fabrics. Cross-miss, cross-relief, and vertical tubular structures were knitted by using optimum fiber blend proportions and combinations of stitches. Several important aspects of the fabric samples were investigated, e.g., their physical, mechanical and serviceability performance. Thermo-physiological and tactile/touch-related comfort properties were evaluated in addition to flame resistance performance. An analysis of",,,,
10.1002/fam.990,The application of a novel flame retardant on viscose fiber,2008,Fire and Materials,https://openalex.org/W2035206777,https://doi.org/10.1002/fam.990,https://doi.org/10.1002/fam.990,bronze,,False,10,metadata_only,"[""e mechanisms of synthesis and molecule structure of the flame retardant were discussed. The fiber was treated using the pad‐dry‐cure‐wash method. The limiting oxygen index value of the modified sample was 31%, higher than that of the sample treated with MDPA (Pyrovatex CP). After 50 laundry cycles, it still had some flame retardancy left. Thermogravimetry""]",[],[],"Abstract The paper is mainly about a novel organophosphorus flame‐retardant N‐1‐chloroisopropyl alcohol‐3‐dimethylphosphonopropionamide. Dimethyl phosphate, acrylamide and epichlorohydrin were used as raw materials. The mechanisms of synthesis and molecule structure of the flame retardant were discussed. The fiber was treated using the pad‐dry‐cure‐wash method. The limiting oxygen index value of the modified sample was 31%, higher than that of the sample treated with MDPA (Pyrovatex CP). After 50 laundry cycles, it still had some flame retardancy left. Thermogravimetry (TG) and Differentiate TG analyses confirmed that the flame retardant caused fiber to decompose below its ignition temperature and formed carbonaceous residue or char when exposed to fire. The treatment had an obvious effect",[],False,1,5
10.3390/polym14153071,Barrier Effects of Cellulosic Fibers with Hybrid Coating Based on Zirconium Metal-Organic Framework,2022,Polymers,https://openalex.org/W4289205100,https://doi.org/10.3390/polym14153071,https://doi.org/10.3390/polym14153071,gold,https://europepmc.org/articles/PMC9370460,True,10,fulltext_found_partial,"[""ressing [ 1 ]. However, compared with wool, silk, and some synthetic fibers, the flash point and ignition point of cellulosic fibers are lower with a limiting oxygen index (LOI) of 18.4% [ 2 , 3 , 4 ], which are considered as flammable or combustible materials that can easily cause fire accidents, environmental hazards, personal injur""]",[],[],"Metal-organic frameworks (MOFs) have great potential for the development of fire barriers for flammable materials. Accordingly, zirconium-based metal-organic framework (Zr-MOF), branched polyethyleneimine (BPEI), and vinyltriethoxysilane (VTES) were deposited to produce composites assembled on cellulosic fibers to investigate their barrier effects. The structure, morphology, and thermal properties of the cellulosic fibers were characterized using FTIR spectroscopy, SEM, and TGA. Compared with the untreated cotton sample, the temperature of the maximum rate of weight loss (Tmax) of C-Zr-MOF/BPEI/VTES increased from 479 to 523.3 °C and the maximum weight loss rate (Rmax) at Tmax decreased from 37.6 to 17.2 wt%/min. At 800 °C, the pristine cotton was burned out without residues whereas the re",,,,
10.15376/biores.17.4.6521-6531,Fully bio-based chitosan/sodium alginate coating for flame retardant Xuan paper,2022,BioResources,https://openalex.org/W4302014205,https://doi.org/10.15376/biores.17.4.6521-6531,https://doi.org/10.15376/biores.17.4.6521-6531,gold,,False,10,metadata_only,"[""ly bio-based chitosan/sodium alginate (CS/SA) coating was applied by layer-by-layer (LbL) assembly on Xuan paper to improve its flame retardancy. The LOI value of Xuan paper reached 33.3% after 20 BLs CS/SA coating. Its char length was reduced to 8.8 cm with no after-flame and after-glow. These results showed that the flame retardancy""]",[],[],"The development of bio-based flame retardants has received increasing attention. In this study, fully bio-based chitosan/sodium alginate (CS/SA) coating was applied by layer-by-layer (LbL) assembly on Xuan paper to improve its flame retardancy. The LOI value of Xuan paper reached 33.3% after 20 BLs CS/SA coating. Its char length was reduced to 8.8 cm with no after-flame and after-glow. These results showed that the flame retardancy of Xuan paper was greatly improved by LbL assembly CS/SA coating. Thermogravimetry results revealed that CS/SA coating on Xuan paper slowed down the thermal degradation process and promoted the char formation both under nitrogen and air atmosphere. The stable char layer formation by CS/SA coating covered on the Xuan paper inhibited the heat transfer and diffusio",[],False,1,5
10.21203/rs.3.rs-2081673/v1,Eco-friendly fire-retardant finishing of Cotton fabric with mixture of Ammonium Sulfamate and Sodium Stannate,2022,Research Square,https://openalex.org/W4297383714,https://doi.org/10.21203/rs.3.rs-2081673/v1,https://doi.org/10.21203/rs.3.rs-2081673/v1,green,,False,10,metadata_only,"[""cm and around 30% loss of fabric tenacity. Preliminary investigation has also confirmed that 16% AS + 8% SS combination shows a synergistic effect as LOI value obtained by this chemical combination (16% AS + 8% SS) is higher than LOI value obtained by same % of application of AS or SS alone. Characterization of FR treated cotton was done by surface t""]",[],[],"Abstract The present work describes application of mixture of Ammonium Sulfamate (AS) and Sodium Stannate (SS) on 100% cotton woven fabric for imparting eco-friendly Fire-Retardant (FR) finish without any harmful effect investigating fire retardant properties with respect to Limiting Oxygen Index (LOI), physical characteristics, inclined plan flammability test etc. The aim of the present work was to obtain LOI value around 30 or above with minimum char length and minimum loss of fabric tenacity. The treatment was carried out by impregnation of AS followed by SS in an aqueous solution and then drying at 1100C for 5 min and curing at 1500C for 4 min. After preliminary study with different concentrations (keeping total added chemical around 20%-24%) for AS and SS, final results indicated that",,,,
10.3390/polym12092107,Basalt Fiber Modified Ethylene Vinyl Acetate/Magnesium Hydroxide Composites with Balanced Flame Retardancy and Improved Mechanical Properties,2020,Polymers,https://openalex.org/W3085760244,https://doi.org/10.3390/polym12092107,https://doi.org/10.3390/polym12092107,gold,https://europepmc.org/articles/PMC7570181,True,10,fulltext_found_partial,"[""rties The flame retardancy of composites was evaluated via LOI and UL-94 first. Figure 4 shows the LOI and UL-94 results of EVA/MH-BF composites. The LOI value of flame retardant EVA/MH is 34.7%, and the rate of UL-94 is V-0. The fibers during the combustion process produce a wicking effect, [ 27 ] which slightly reduces the LOI to a certain""]",[],[],"In this study, we selected basalt fiber (BF) as a functional filler to improve the mechanical properties of ethylene vinyl acetate (EVA)-based flame retardant materials. Firstly, BF was modified by grafting γ-aminopropyl triethoxysilane (KH550). Fourier transform infrared spectroscopy (FTIR), thermogravimetric analysis (TGA), scanning electron microscope (SEM), and energy dispersive X-ray spectroscopy (EDS) were used to comprehensively prove the successful modification of the BF surface. Subsequently, the modified BF was introduced into the EVA/magnesium hydroxide (MH) composites by melt blending. The limiting oxygen index (LOI), UL-94, cone calorimeter test, tensile test, and non-notched impact test were utilized to characterize both the flame retardant properties and mechanical propertie",,,,
10.1007/s12221-026-01461-1,"Thermal, Chemical and Mechanical Properties of Alginate-Coated Wool/Polyamide Fabrics Containing Boron Compounds",2026,Fibers and Polymers,https://openalex.org/W7163223154,https://doi.org/10.1007/s12221-026-01461-1,https://doi.org/10.1007/s12221-026-01461-1,hybrid,,False,10,metadata_only,"[""creased char residue and glass transition temperature, particularly for ulexite and colemanite modified samples, confirming improved heat resistance. LOI values increased by up to 142% compared to untreated sample, classifying the coated fabrics as highly flame retardant materials. Mass, elemental (EDX) and thermal (TGA) analyses ca""]",[],[],"Abstract This study investigates the development of eco-friendly flame retardant wool/polyamide fabrics by applying calcium alginate coatings containing boron compounds (zinc borate, colemanite, ulexite and borax pentahydrate) at different concentrations (1%, 3% and 5%). The coating solution was prepared using sodium alginate as the film-forming matrix and applied to fabrics by a dip coating process. The coated samples were characterised through alambeta, permetest, air permeability, LOI, DSC, TGA, SEM, FTIR and tensile strength analyses. The results revealed that the alginate boron coatings enhanced the thermal stability, tensile strength and flame retardancy of fabrics, while slightly reducing air and water vapour permeability due to increased surface coverage and fabric thickness. SEM a",[],False,1,8
10.1177/0040517516632478,Preparation and characterizations of flame retardant melamine cyanurate/polyamide 6 composite fibers via in situ polymerization,2016,Textile Research Journal,https://openalex.org/W2504039331,https://doi.org/10.1177/0040517516632478,https://doi.org/10.1177/0040517516632478,closed,,False,10,metadata_only,"[""ygen index (LOI) tests. Experimental results indicated that the MCA/PA6 composites loaded with 8 wt% of additives can achieve UL94 V-0 rating with an LOI value of 29.3%. The tenacity at break of PA6 fiber decreased from 4.85 to 3.11 cN·dtex –1 for MCA/PA6-8 composite fiber. However, the MCA/PA6 composite fibers can e""]",[],[],"To improve the flame retardancy of polyamide 6 (PA6) fibers, melamine cyanurate (MCA)/PA6 composites were synthesized via in situ polymerization of ɛ-caprolactam in the presence of adipic acid-melamine salt and cyanuric acid-hexane diamine salt. The flame retardant MCA/PA6 composite fibers were prepared by melt spinning. The structure and properties of MCA/PA6 composites and MCA/PA6 composite fibers were studied by Fourier transform infrared spectra, X-ray diffraction, differential scanning calorimetry, thermogravimetric analysis, scanning electron microscopy, tensile tests, vertical burning tests (UL94) and limiting oxygen index (LOI) tests. Experimental results indicated that the MCA/PA6 composites loaded with 8 wt% of additives can achieve UL94 V-0 rating with an LOI value of 29.3%. The",[],False,1,3
