DOI,title,year,journal,grade,reason,source_url,candidate_fingerprint,extracted_at_utc,sample_state,sample_norm,LOI_pct,LOI_uncertainty_pct,atmosphere,heating_rate_C_min,R650_pct,source_location,evidence,direct_numeric_use,pair_key,T1_C,Tmax1_C,R800_pct,R600_pct,T5_C,Tonset_C,Tmax2_C,T10_C,T20_C,T50_C
10.3390/polym15010224,Thermal Degradation and Carbonization Mechanism of Fe-Based Metal-Organic Frameworks onto Flame-Retardant Polyethylene Terephthalate,2023,Polymers,B,"Exact numeric pairing found, but TGA atmosphere or heating rate is ambiguous/missing.",https://europepmc.org/articles/PMC9823990,09d0b6f0b47b4fc96c84,2026-09-24T01:48:59.799769+00:00,P-PET,p-pet,29.0,,N2,,,LOI table: Table 3 Results of LOI and VFT tests for MIL-PET and MIL-P-PET composites.; TG table: Table 2 TG and DTG data of MIL-PET and MIL-P-PET composites.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010224||P-PET||N2||,,442.79,,,395.43,,,,,
10.3390/polym15010224,Thermal Degradation and Carbonization Mechanism of Fe-Based Metal-Organic Frameworks onto Flame-Retardant Polyethylene Terephthalate,2023,Polymers,B,"Exact numeric pairing found, but TGA atmosphere or heating rate is ambiguous/missing.",https://europepmc.org/articles/PMC9823990,09d0b6f0b47b4fc96c84,2026-09-24T01:48:59.799776+00:00,P-PET,p-pet,29.0,,air,,,LOI table: Table 3 Results of LOI and VFT tests for MIL-PET and MIL-P-PET composites.; TG table: Table 2 TG and DTG data of MIL-PET and MIL-P-PET composites.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010224||P-PET||air||,,434.52,,,338.75,,,,,
10.3390/polym15010224,Thermal Degradation and Carbonization Mechanism of Fe-Based Metal-Organic Frameworks onto Flame-Retardant Polyethylene Terephthalate,2023,Polymers,B,"Exact numeric pairing found, but TGA atmosphere or heating rate is ambiguous/missing.",https://europepmc.org/articles/PMC9823990,09d0b6f0b47b4fc96c84,2026-09-24T01:48:59.799785+00:00,0.6MIL-P-PET,0.6mil-p-pet,30.0,,N2,,,LOI table: Table 3 Results of LOI and VFT tests for MIL-PET and MIL-P-PET composites.; TG table: Table 2 TG and DTG data of MIL-PET and MIL-P-PET composites.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010224||0.6MIL-P-PET||N2||,,439.56,,,382.37,,,,,
10.3390/polym15010224,Thermal Degradation and Carbonization Mechanism of Fe-Based Metal-Organic Frameworks onto Flame-Retardant Polyethylene Terephthalate,2023,Polymers,B,"Exact numeric pairing found, but TGA atmosphere or heating rate is ambiguous/missing.",https://europepmc.org/articles/PMC9823990,09d0b6f0b47b4fc96c84,2026-09-24T01:48:59.799793+00:00,0.6MIL-P-PET,0.6mil-p-pet,30.0,,air,,,LOI table: Table 3 Results of LOI and VFT tests for MIL-PET and MIL-P-PET composites.; TG table: Table 2 TG and DTG data of MIL-PET and MIL-P-PET composites.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010224||0.6MIL-P-PET||air||,,437.5,,,377.37,,,,,
10.7731/kifse.2015.29.2.025,Na3PO4 Flame Retardant Treatment on Lyocell Fiber for Thermal Stability and Anti-oxidation Properties,2015,Fire science and engineering,C,No structured open-full-text tables could be parsed.,https://doi.org/10.7731/kifse.2015.29.2.025,082afeb0fda8a052fbd7,2026-09-24T01:49:00.186689+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17212854,Development of Infrared Transmission Flame-Retardant Polyethylene Melt Blends and Melt-Blown Nonwovens,2025,Polymers,C,No structured open-full-text tables could be parsed.,https://doi.org/10.3390/polym17212854,f69381801819b4ed99fe,2026-09-24T01:49:00.542095+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma13235492,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,2020,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC7730485,7fbeb2f22e2726f86f36,2026-09-24T01:51:47.340117+00:00,Control,control,18.0,,air,,1.17,LOI table: Table 1 Weight gain and limiting oxygen index data.; TG table: Table 4 Summary of thermogravimetric analysis of treated and untreated cotton.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma13235492||Control||air||,,,,,,,,,,
10.3390/ma13235492,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,2020,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC7730485,7fbeb2f22e2726f86f36,2026-09-24T01:51:47.340157+00:00,8,8,26.0,,air,,6.96,LOI table: Table 1 Weight gain and limiting oxygen index data.; TG table: Table 4 Summary of thermogravimetric analysis of treated and untreated cotton.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma13235492||8||air||,,,,,,,,,,
10.3390/ma13235492,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,2020,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC7730485,7fbeb2f22e2726f86f36,2026-09-24T01:51:47.340183+00:00,10,10,28.0,,air,,14.63,LOI table: Table 1 Weight gain and limiting oxygen index data.; TG table: Table 4 Summary of thermogravimetric analysis of treated and untreated cotton.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma13235492||10||air||,,,,,,,,,,
10.3390/ma13235492,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,2020,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC7730485,7fbeb2f22e2726f86f36,2026-09-24T01:51:47.340218+00:00,12,12,29.0,,air,,13.82,LOI table: Table 1 Weight gain and limiting oxygen index data.; TG table: Table 4 Summary of thermogravimetric analysis of treated and untreated cotton.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma13235492||12||air||,,,,,,,,,,
10.3390/ma13235492,Environmentally-Benign Phytic Acid-Based Multilayer Coating for Flame Retardant Cotton,2020,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC7730485,7fbeb2f22e2726f86f36,2026-09-24T01:51:47.340243+00:00,15,15,31.0,,air,,13.8,LOI table: Table 1 Weight gain and limiting oxygen index data.; TG table: Table 4 Summary of thermogravimetric analysis of treated and untreated cotton.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma13235492||15||air||,,,,,,,,,,
10.3390/ma17164028,Modified Epoxy Resin on the Burning Behavior and Mechanical Properties of Aramid Fiber Composite,2024,Materials,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC11356078,f981b493f1f0b7005eed,2026-09-24T01:51:57.765122+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15051284,Flame-Retardant and Smoke-Suppressant Flexible Polyurethane Foams Based on Phosphorus-Containing Polyester Diols and Expandable Graphite,2023,Polymers,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC10006967,81a8fb3c374f1d5d06df,2026-09-24T01:52:00.131046+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/d3ra07931g,"One pot application of a green chemistry-based finish for cotton fabric, providing hydrophobic, flame retardant, and antimicrobial properties",2024,RSC Advances,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC10875413,d99bda7783ff8c8a0782,2026-09-24T01:52:00.775135+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.heliyon.2023.e13127,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023,Heliyon,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC9898679,f3bee7ead4150b415693,2026-09-24T01:52:01.425111+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsomega.5c04482,A Carbon Layer Modulation Mechanism of 4‑Formylphenylboronic Acid Reactive Flame-Retardant PA66,2025,ACS Omega,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC12268427,4016c6c720d037ed33a4,2026-09-24T01:52:02.047967+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym12051078,Poly (vinyl alcohol)/β-Cyclodextrin Composite Fiber with Good Flame Retardant and Super-Smoke Suppression Properties,2020,Polymers,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC7284589,611f45cc8872c9f83bfb,2026-09-24T01:52:02.693157+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules27248737,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022,Molecules,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9783300,3eea2f74be3c06a04e6b,2026-09-24T01:52:10.352602+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17111497,Cashmere Blended with Calcium Alginate Fibers: Eco-Friendly Improvement of Flame Retardancy and Maintenance of Hygroscopicity,2025,Polymers,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC12157917,492407dec604c57d644b,2026-09-24T01:52:12.898903+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.heliyon.2024.e32939,Study on combustion characteristics of glass fiber/phenolic resin composites,2024,Heliyon,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC467059,500de9b55f022554556e,2026-09-24T01:52:16.298639+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14224994,Fabrication of an Eco-Friendly Clay-Based Coating for Enhancing Flame Retardant and Mechanical Properties of Cotton Fabrics via LbL Assembly,2022,Polymers,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC9695412,91652d030eb37613ff5d,2026-09-24T01:52:17.546753+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma15072537,In Situ Synthesis of Silver Nanoparticles on Flame-Retardant Cotton Textiles Treated with Biological Phytic Acid and Antibacterial Activity,2022,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9000066,e18f42c0c0f0521253c6,2026-09-24T01:54:23.066985+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym8080288,Flame Retardant Polyamide Fibres: The Challenge of Minimising Flame Retardant Additive Contents with Added Nanoclays,2016,Polymers,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC6431929,4e01884a0b0c9c9d19f6,2026-09-24T01:54:25.137907+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym11111829,"Synthesis of a Novel Linear α, ω-Di (Chloro Phosphoramide) Polydimethylsiloxane and Its Applications in Improving Flame-Retardant and Water-Repellent Properties of Cotton Fabrics",2019,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6918139,bfcdc22741f67138f3c6,2026-09-24T01:54:26.495763+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma19020265,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12842728,a4f4b5e7b6bb258675a5,2026-09-24T01:54:28.017085+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma11122554,Self-Extinguishing Resin Transfer Molding Composites Using Non-Fire-Retardant Epoxy Resin,2018,Materials,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC6315867,2ed726a384c3ffd8a365,2026-09-24T01:54:29.555516+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15010218,Thermal Stabilities and Flame Retardancy of Polyamide 66 Prepared by In Situ Loading of Amino-Functionalized Polyphosphazene Microspheres,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9823371,c564d72daa4909fa5e7f,2026-09-24T01:54:30.942304+00:00,A0,a0,24.0,,N2,10.0,,LOI table: Table 1 The LOI and UL-94 results of FR-PA66.; TG table: Table 2 The TGA and DTG detail of FR-PA66.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010218||A0||N2||10.0,,39.7,,,,,,,,
10.3390/polym15010218,Thermal Stabilities and Flame Retardancy of Polyamide 66 Prepared by In Situ Loading of Amino-Functionalized Polyphosphazene Microspheres,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9823371,c564d72daa4909fa5e7f,2026-09-24T01:54:30.942337+00:00,A1,a1,25.0,,N2,10.0,,LOI table: Table 1 The LOI and UL-94 results of FR-PA66.; TG table: Table 2 The TGA and DTG detail of FR-PA66.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010218||A1||N2||10.0,,62.8,,,,,497.0,,,
10.3390/polym15010218,Thermal Stabilities and Flame Retardancy of Polyamide 66 Prepared by In Situ Loading of Amino-Functionalized Polyphosphazene Microspheres,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9823371,c564d72daa4909fa5e7f,2026-09-24T01:54:30.942356+00:00,A2,a2,26.0,,N2,10.0,,LOI table: Table 1 The LOI and UL-94 results of FR-PA66.; TG table: Table 2 The TGA and DTG detail of FR-PA66.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010218||A2||N2||10.0,,66.0,,,,,484.0,,,
10.3390/polym15010218,Thermal Stabilities and Flame Retardancy of Polyamide 66 Prepared by In Situ Loading of Amino-Functionalized Polyphosphazene Microspheres,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9823371,c564d72daa4909fa5e7f,2026-09-24T01:54:30.942375+00:00,A3,a3,28.5,,N2,10.0,,LOI table: Table 1 The LOI and UL-94 results of FR-PA66.; TG table: Table 2 The TGA and DTG detail of FR-PA66.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010218||A3||N2||10.0,,67.4,,,,,473.0,,,
10.3390/polym15010218,Thermal Stabilities and Flame Retardancy of Polyamide 66 Prepared by In Situ Loading of Amino-Functionalized Polyphosphazene Microspheres,2022,Polymers,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC9823371,c564d72daa4909fa5e7f,2026-09-24T01:54:30.942392+00:00,A4,a4,30.0,,N2,10.0,,LOI table: Table 1 The LOI and UL-94 results of FR-PA66.; TG table: Table 2 The TGA and DTG detail of FR-PA66.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/polym15010218||A4||N2||10.0,,67.5,,,,,467.0,,,
10.3390/polym15030662,Synthesis of DOPO-Based Phosphorus-Nitrogen Containing Hyperbranched Flame Retardant and Its Effective Application for Poly(ethylene terephthalate) via Synergistic Effect,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9921204,da90892ec20cb2a060bd,2026-09-24T01:54:32.402302+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma16010286,Vinylated Modification of Biophytic Acid and Flame-Retardant/Crease-Proofing Finishing of Cotton Fabrics via In Situ Copolymerization,2022,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9821944,253a955cb8bfe7b7014b,2026-09-24T01:54:33.907969+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym16101409,Facile Fabrication of Highly Efficient Chitosan-Based Multifunctional Coating for Cotton Fabrics with Excellent Flame-Retardant and Antibacterial Properties,2024,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11125217,885dfec280e6d73bdbbc,2026-09-24T01:54:35.547287+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17111531,"Green Fabrication of Phosphorus-Containing Chitosan Derivatives via One-Step Protonation for Multifunctional Flame-Retardant, Anti-Dripping, and Antibacterial Coatings on Polyester Fabrics",2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12158184,bc1bb58d136be633983f,2026-09-24T01:54:36.853783+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15051183,Flame Retardancy and Mechanical Properties of Melt-Spun PA66 Fibers Prepared by End-Group Blocking Technology,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10007604,a55b088a26642aafc9f7,2026-09-24T01:54:38.602178+00:00,,,,,,,,,,,,,,,,,,,,,
10.1016/j.heliyon.2023.e13127,Flammability and comfort properties of blended knit fabrics made from inherently fire-resistant fibers to use for fire fighters,2023,Heliyon,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9898679,03cec909ccaae86a7ba9,2026-09-24T01:54:40.020217+00:00,,,,,,,,,,,,,,,,,,,,,
10.3389/fchem.2024.1503694,The fully bio-based bilayered flame retardant treatment for paper via natural bio-materials,2024,Frontiers in Chemistry,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11689656,0bf6a4ec59287d216819,2026-09-24T01:54:41.316444+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15051284,Flame-Retardant and Smoke-Suppressant Flexible Polyurethane Foams Based on Phosphorus-Containing Polyester Diols and Expandable Graphite,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10006967,1fa20774b8f234958d81,2026-09-24T01:54:42.685521+00:00,,,,,,,,,,,,,,,,,,,,,
10.1039/d3ra07931g,"One pot application of a green chemistry-based finish for cotton fabric, providing hydrophobic, flame retardant, and antimicrobial properties",2024,RSC Advances,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10875413,89f1d725c91c88ca8575,2026-09-24T01:54:43.939421+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma17164028,Modified Epoxy Resin on the Burning Behavior and Mechanical Properties of Aramid Fiber Composite,2024,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11356078,d3f47c50a44b3d0ddf79,2026-09-24T01:54:45.328569+00:00,,,,,,,,,,,,,,,,,,,,,
10.1021/acsomega.5c04482,A Carbon Layer Modulation Mechanism of 4‑Formylphenylboronic Acid Reactive Flame-Retardant PA66,2025,ACS Omega,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12268427,2cbef7803e6932b41aad,2026-09-24T01:54:47.018780+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym12051078,Poly (vinyl alcohol)/β-Cyclodextrin Composite Fiber with Good Flame Retardant and Super-Smoke Suppression Properties,2020,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7284589,88e2367868465e9127ab,2026-09-24T01:54:48.357938+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules24203749,Fabrication of Chitosan-Based Intumescent Flame Retardant Coating for Improving Flame Retardancy of Polyacrylonitrile Fabric,2019,Molecules,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6833438,913c5f6d773e4d87e469,2026-09-24T01:54:49.605570+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17091249,Advances in the Study of Flame-Retardant Cellulose and Its Application in Polymers: A Review,2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12073191,d4089ae7c84a66f7baa4,2026-09-24T01:54:51.141269+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15081920,A New Phosphorous/Nitrogen-Containing Flame-Retardant Film with High Adhesion for Jute Fiber Composites,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10144265,c24dad8b78b523898420,2026-09-24T01:54:52.426588+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules27248737,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022,Molecules,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC9783300,3b6f149340c70cd84bd6,2026-09-24T01:54:53.181556+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma17030630,Phosphamide-Based Washing-Durable Flame Retardant for Cotton Fabrics,2024,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10856145,7d0910f3408f0c61bd46,2026-09-24T01:54:54.539526+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17111497,Cashmere Blended with Calcium Alginate Fibers: Eco-Friendly Improvement of Flame Retardancy and Maintenance of Hygroscopicity,2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12157917,663435ab1184cff7f380,2026-09-24T01:54:55.911286+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym18030351,Construction of a P/N/Zn Synergist for Enhancing the Fire Safety and Char Formation of PA6/Aluminum Diethylphosphinate Composites,2026,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC12899044,69eb479d8edc514f071f,2026-09-24T01:56:36.322944+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym15132877,The Relationships between the Structure and Properties of PA56 and PA66 and Their Fibers,2023,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10347031,c532e04747b54b89c86b,2026-09-24T01:56:37.800695+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym12071482,Bio-Based Polyamide 1010 with a Halogen-Free Flame Retardant Based on Melamine–Gallic Acid Complex,2020,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC7407098,4d444760bfc5dd3d5f55,2026-09-24T01:56:39.463510+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma15155373,Impact of Washing Parameters on Thermal Characteristics and Appearance of Proban®—Flame Retardant Material,2022,Materials,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9369599,fd47f68f5f08009503bc,2026-09-24T01:56:41.019210+00:00,,,,,,,,,,,,,,,,,,,,,
10.1080/15685551.2024.2301804,Preparation and performance study of waterproof and breathable layer of alginate/aramid-based fabrics and flame-retardant multilayer combination,2024,Designed Monomers & Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC10878337,68bcefa195aaf80d0b06,2026-09-24T01:56:42.667488+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/molecules24101947,Preparation of Ion-Exchanged TEMPO-Oxidized Celluloses as Flame Retardant Products,2019,Molecules,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC6571781,d8e56d06144d5ab2f9ab,2026-09-24T01:56:43.530182+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym14224994,Fabrication of an Eco-Friendly Clay-Based Coating for Enhancing Flame Retardant and Mechanical Properties of Cotton Fabrics via LbL Assembly,2022,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC9695412,0aefe4cae7f175abd3ae,2026-09-24T01:56:45.104451+00:00,,,,,,,,,,,,,,,,,,,,,
10.20868/upm.thesis.69340,Design and study of multifunctional fabrics,2021,,C,No structured open-full-text tables could be parsed.,https://doi.org/10.20868/upm.thesis.69340,d618301f9d2160b3edde,2026-09-24T01:56:45.634792+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym11040699,"Thermal Stability, Fire Performance, and Mechanical Properties of Natural Fibre Fabric-Reinforced Polymer Composites with Different Fire Retardants",2019,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC6523417,54a21e7a44f57499e3a5,2026-09-24T01:56:47.236566+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma16124386,Quality of Fine Yarns from Modacrylic/Polyacrylate/Lyocell Blends Intended for Affordable Flame-Resistant Underwear,2023,Materials,C,No structured open-full-text tables could be parsed.,https://europepmc.org/articles/PMC10303398,e4fdfe19e541ed4c6c34,2026-09-24T01:56:48.011985+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/polym17030381,The Effect of Phosphoric Acid on the Flame Retardancy and Interfacial Adhesion of Carbon Fiber with Thermoplastic Resin PA6,2025,Polymers,C,"Structured LOI/TG tables found, but no exact sample-state match was established.",https://europepmc.org/articles/PMC11820676,44b4c2a482c88066fe14,2026-09-24T01:56:49.541000+00:00,,,,,,,,,,,,,,,,,,,,,
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603282+00:00,1:2,12,22.8,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:2||O2||10.0,,711.0,,,598.0,,,619.0,638.0,688.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603319+00:00,1:2/CLS,12/cls,23.5,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:2/CLS||O2||10.0,,710.0,,,554.0,,,570.0,591.0,694.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603336+00:00,1:2/SA,12/sa,25.5,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:2/SA||O2||10.0,,711.0,,,583.0,,,595.0,616.0,692.0
10.3390/ma18174181,The Influence of Lignin Derivatives on the Thermal Properties and Flammability of PLA+PET Blends,2025,Materials,B,"Numeric pairing found, but a TGA condition or textile-form criterion is ambiguous/missing.",https://europepmc.org/articles/PMC12429889,dbd49131acfab328b04a,2026-09-24T01:56:51.603351+00:00,1:2/BMT,12/bmt,26.4,0.1,O2,10.0,,LOI table: Table 12 LOI value summary for PLA+PET composite blends.; TG table: Table 6 TGA indicators of composite blends Where OX—under oxygen conditions; IN—test under inert atmosphere.,Automatically extracted from structured open-full-text tables; sample states matched exactly after conservative normalization.,review,10.3390/ma18174181||1:2/BMT||O2||10.0,,710.0,,,589.0,,,608.0,656.0,701.0
